Company name,Notes,Status,Last modified,Where to apply,Industry,Location,Founded Date,Founders,Funding Status,Last Funding Type,Number of Employees,Revenue Range,Hug Tags,Ipo Status,Company Type,Number of Acquisitions,Total Funding,Headquarters Location,Headquarters Regions
CS Disco,Unconfirmed layoffs of approximately 100 employees,Layoffs,2020-04-04T15:13:27.000Z,https://www.csdisco.com/careers,,,,,,,,,,,,,,,
CSA,"
",Hiring  freeze,2020-04-02T20:49:07.000Z,,,,,,,,,,,,,,,,
CSG,"
",Hiring,2020-04-03T23:40:43.000Z,,,,,,,,,,,,,,,,
CSL Behring,"Hiring as normal but most positions are remote
",Hiring,2020-04-04T14:46:39.000Z,,,,,,,,,,,,,,,,
CSL Plasma,"Hiring, but some roles are essential and require to be on-site (Medical professionals, RNs, LPNs, Paramedics, center staff)
",Hiring,2020-04-04T14:46:52.000Z,,,,,,,,,,,,,,,,
CSO family service ,"
",Hiring  freeze,2020-04-08T12:40:14.000Z,,,,,,,,,,,,,,,,
CSS Staffing,"Aerospace clients hiring
",Hiring,2020-04-03T23:48:37.000Z,,,,,,,,,,,,,,,,
Csun,"
",Hiring,2020-04-03T20:08:41.000Z,,,,,,,,,,,,,,,,
CTEH,"
",Hiring,2020-04-03T17:32:48.000Z,,,,,,,,,,,,,,,,
Cubert,".Still hiring, internships and offers moving forward
",Hiring,2020-04-08T12:38:26.000Z,,,,,,,,,,,,,,,,
Cubic Corp,"
",Hiring,2020-04-02T22:56:21.000Z,,,,,,,,,,,,,,,,
Cuhaci ,"
",Hiring,2020-04-08T12:34:36.000Z,,,,,,,,,,,,,,,,
Culture Amp,"Confirmed by verified senior employee
",Hiring,2020-03-29T18:20:45.000Z,,,,,,,,,,,,,,,,
Culture Trip,"50% of Company made redundant amid financial troubles.
",Layoffs,2020-04-09T03:03:36.000Z,,,,,,,,,,,,,,,,
Cumming Corporation,"All
",Hiring  freeze,2020-04-02T21:21:52.000Z,,,,,,,,,,,,,,,,
Cummins ,"3 reports of layoffs- no notes
",Hiring  freeze,2020-04-10T16:23:50.000Z,,,,,,,,,,,,,,,,
Cuna mutual,"
",Hiring  freeze,2020-04-06T16:51:14.000Z,,,,,,,,,,,,,,,,
Cuny ,"
",Hiring  freeze,2020-04-03T20:12:54.000Z,,,,,,,,,,,,,,,,
curbFlow,"Engineering, Computer Vision, Machine Learning, AI, Operations
",Hiring,2020-04-10T16:24:56.000Z,,,,,,,,,,,,,,,,
Curology,"
",Hiring,2020-03-30T14:48:23.000Z,,,,,,,,,,,,,,,,
Currencycloud,"
","Hiring,Hiring  freeze",2020-04-03T21:11:21.000Z,,,,,,,,,,,,,,,,
Current,"We are hiring across the board! 
",Hiring,2020-04-08T12:34:14.000Z,,,,,,,,,,,,,,,,
Curtis Instruments,"Global freeze
",Hiring  freeze,2020-04-02T23:02:02.000Z,,,,,,,,,,,,,,,,
Cushman & Wakefield,"active hiring freeze, layoffs early March
",Hiring  freeze,2020-04-09T15:44:22.000Z,,,,,,,,,,,,,,,,
Custom Ink,"Multiple reports of hiring freeze. See below: 
Furlough 1,275 employees via ",Hiring  freeze,2020-03-31T23:39:55.000Z,,,,,,,,,,,,,,,,
Customer.io,"
",Hiring,2020-04-03T18:58:06.000Z,,,,,,,,,,,,,,,,
CustomInk,"an applicant was told hiring was on hold
",Hiring  freeze,2020-04-03T17:31:22.000Z,,,,,,,,,,,,,,,,
Cutting hall Palatine park district ,"Everyone 
",Hiring  freeze,2020-04-08T12:33:49.000Z,,,,,,,,,,,,,,,,
Cvent,"Announced stopped hiring in the global townhall
3 reports of layoffs
",Hiring  freeze,2020-04-10T16:25:17.000Z,,,,,,,,,,,,,,,,
CVS,"Still hiring according to recruiter. +3 reports of hiring.
",Hiring,2020-04-03T17:22:33.000Z,https://jobs.cvshealth.com/?prefilters=none&CloudSearchLocation=none&CloudSearchValue=none,,,,,,,,,,,,,,,
CWT ((CarlsonWagonLit),"All company, worldwide ",Layoffs,2020-04-07T02:52:46.000Z,,,,,,,,,,,,,,,,
Cybellum,"
",Hiring,2020-04-03T21:06:29.000Z,,,,,,,,,,,,,,,,
CyberArk,"
",Hiring,2020-03-31T17:41:44.000Z,,,,,,,,,,,,,,,,
Cyberbit,,"Hiring  freeze,Offers rescinded",2020-04-02T05:22:11.000Z,,,,,,,,,,,,,,,,
CyberCube,"
",Hiring,2020-04-10T16:25:46.000Z,,,,,,,,,,,,,,,,
CyberGrants,"Had interview frozen
",Hiring  freeze,2020-04-10T16:26:04.000Z,,,,,,,,,,,,,,,,
CyberGRX,"
",Hiring,2020-04-05T14:22:41.000Z,,,,,,,,,,,,,,,,
CyberProof,"OFFERS RESCINDED
",Hiring  freeze,2020-04-02T18:01:46.000Z,,,,,,,,,,,,,,,,
Cyient Limited,,Hiring,2020-04-08T12:31:02.000Z,,,,,,,,,,,,,,,,
Cymax Group,"AI Engineer, Sales Analyst, Customer Support, lots more. 
",Hiring,2020-04-04T14:28:33.000Z,,,,,,,,,,,,,,,,
Cymer a division of ASML,"All open roles
",Hiring,2020-04-04T17:54:55.000Z,,,,,,,,,,,,,,,,
Cynorsense Solutions,"Cloud Security Experts
",Hiring,2020-04-03T21:15:45.000Z,,,,,,,,,,,,,,,,
Cypress.io,"AEs, CSMs, and Engineers
",Hiring,2020-04-02T17:48:35.000Z,,,,,,,,,,,,,,,,
cytel,"
",Hiring,2020-04-03T19:04:58.000Z,,,,,,,,,,,,,,,,
D decor,"
",Hiring  freeze,2020-04-10T16:27:11.000Z,,,,,,,,,,,,,,,,
D e shaw,"
",Hiring,2020-04-10T16:27:26.000Z,,,,,,,,,,,,,,,,
D'Addario  & Company,"
",Hiring  freeze,2020-04-08T16:13:49.000Z,,,,,,,,,,,,,,,,
D2iQ,Several teams affected.,Layoffs,2020-04-08T20:53:33.000Z,,,,,,,,,,,,,,,,
dachser,"
",Hiring  freeze,2020-04-01T19:23:10.000Z,,,,,,,,,,,,,,,,
Daily Harvest,"Multiple teams 
",Hiring,2020-04-01T20:51:29.000Z,https://boards.greenhouse.io/dailyharvest/#37092,,,,,,,,,,,,,,,
daily pay,"
",Hiring  freeze,2020-04-06T21:11:55.000Z,,,,,,,,,,,,,,,,
Daily.co,"Front-end, Fullstack, and Application Engineers
",Hiring,2020-04-06T21:15:51.000Z,,,,,,,,,,,,,,,,
DailyPay,"Was told a hiring freeze was in place by employee
",Hiring  freeze,2020-04-02T20:52:05.000Z,,,,,,,,,,,,,,,,
Daimler Trucks North America,"Freeze prior to Corna Virus. Poor Financial management major cutbacks.
All contractors laid off on 3/25","Hiring  freeze,Hiring",2020-04-09T03:03:56.000Z,,,,,,,,,,,,,,,,
Daitan Group,"All roles are open and continuing hiring process
",Hiring,2020-04-07T21:56:33.000Z,,,,,,,,,,,,,,,,
Dalberg Advisors,"We work in global impact advisory and are continuing to grow the Asia team. Hiring across all consulting levels currently..
",Hiring,2020-03-31T21:56:53.000Z,https://dalberg.hua.hrsmart.com/hr/ats/JobSearch/viewAll,,,,,,,,,,,,,,,
Dallas,"Qa
",Hiring,2020-04-09T19:35:05.000Z,,,,,,,,,,,,,,,,
Dallas Cowboys,"
",Hiring,2020-04-06T21:50:42.000Z,,,,,,,,,,,,,,,,
Dallas ISD,"Teaching
",Hiring,2020-03-29T14:41:03.000Z,,,,,,,,,,,,,,,,
Dana-Farber Cancer Institute,"
",Hiring  freeze,2020-04-03T20:50:18.000Z,,,,,,,,,,,,,,,,
Danfoss,,Hiring  freeze,2020-03-28T21:51:18.000Z,https://www.danfoss.com/en-us/about-danfoss/careers/,,,,,,,,,,,,,,,
Danis,"Made decision to not bring on co-ops or interns for the summer. Some interns are currently working if they are working on essential projects, like hospital construction. 
",Hiring  freeze,2020-04-05T14:20:26.000Z,,,,,,,,,,,,,,,,
Daraz ,"
",Hiring,2020-04-04T18:58:52.000Z,,,,,,,,,,,,,,,,
Dartmouth College,"I applied for a multicultural Program Coordinator position over a month ago, and received an email saying the position will not be filled and is CANCELED
",Hiring  freeze,2020-04-07T23:38:56.000Z,,,,,,,,,,,,,,,,
Dash Hudson,"Posted roles
",Hiring,2020-04-09T23:42:01.000Z,,,,,,,,,,,,,,,,
Dashlane,"1 report
",Hiring,2020-03-30T06:01:26.000Z,,,,,,,,,,,,,,,,
Dassault Systemes,"Reports of hiring and hiring freeze. See below:
Hiring:","Hiring,Hiring  freeze",2020-04-10T19:44:53.000Z,,,,,,,,,,,,,,,,
Dassault Systèmes,"
",Hiring  freeze,2020-04-02T18:42:58.000Z,https://www.3ds.com/,,,,,,,,,,,,,,,
data,"
",Hiring  freeze,2020-04-07T19:10:56.000Z,,,,,,,,,,,,,,,,
Data Science ,"
",Hiring,2020-04-10T16:27:57.000Z,,,,,,,,,,,,,,,,
DataArt,"
","Hiring,Hiring  freeze",2020-04-03T21:02:57.000Z,,,,,,,,,,,,,,,,
Databook,"Sales, Engineering, Customer Success roles
",Hiring,2020-04-04T21:35:20.000Z,,,,,,,,,,,,,,,,
Databricks,"CEO has reached out to personally confirm with us that they are continuing to hire. 1 report of a hiring freeze on 4/2 - All hiring frozen
10+ reports of hiring:
Summer internships in SF office are all remote. Amsterdam office converted internships whose commencement date is near (in 2 months) to remote.","Hiring,Hiring  freeze",2020-04-10T16:28:44.000Z,https://databricks.com/company/careers,,,,,,,,,,,,,,,
Datadog,"Hiring aggressively for all roles and teams. 1 claim of hiring freeze.
","Hiring,Hiring  freeze",2020-04-07T19:34:17.000Z,https://www.datadoghq.com/careers/,,,,,,,,,,,,,,,
Dataiku,,Hiring  freeze,2020-03-29T01:45:10.000Z,,,,,,,,,,,,,,,,
DataKitchen,"#hiring
",Hiring,2020-04-03T21:59:22.000Z,https://datakitchen.io/company.html,,,,,,,,,,,,,,,
Dataminr,"Software Engineers, Research Scientists, Account Executives, Marketing
",Hiring,2020-04-03T18:11:33.000Z,,,,,,,,,,,,,,,,
Datamole,"
",Hiring,2020-04-04T21:35:52.000Z,,,,,,,,,,,,,,,,
Dataquest,"Currently open roles are still filled but no new ones will be available.
",Hiring,2020-04-01T21:43:58.000Z,,,,,,,,,,,,,,,,
DataRobot,25-30% reduction in workforce,Layoffs,2020-04-09T20:40:37.000Z,https://www.datarobot.com/careers/,,,,,,,,,,,,,,,
Datasite,"
",Hiring,2020-04-02T23:51:05.000Z,,,,,,,,,,,,,,,,
Datastax,"15% company-wide layoff on 3/16- 2 reports
",Layoffs,2020-04-06T13:48:18.000Z,,,,,,,,,,,,,,,,
Datawire,"Hiring for support and sales! 
",Hiring,2020-04-03T17:26:52.000Z,https://www.datawire.io/careers/,,,,,,,,,,,,,,,
Datopian,,Hiring,2020-03-28T18:18:25.000Z,https://www.datopian.com/jobs/#available-positions-in-our-company,,,,,,,,,,,,,,,
Datrium,"Definitely hiring interns
",Hiring,2020-04-04T18:15:19.000Z,,,,,,,,,,,,,,,,
"Datto, Inc.","Hiring by exception only. Some existing offers are being rescinded
",Hiring  freeze,2020-04-05T13:52:08.000Z,,,,,,,,,,,,,,,,
Dave,"Not sure where the other report of a hiring freeze came from - we're still hiring!
",Hiring,2020-03-28T21:25:05.000Z,https://dave.com/careers,,,,,,,,,,,,,,,
Dave evans and associates,"
",Hiring  freeze,2020-04-03T20:10:45.000Z,,,,,,,,,,,,,,,,
Daveson college,"
",Hiring,2020-04-03T18:34:42.000Z,,,,,,,,,,,,,,,,
Davey Resource Group,"
",Hiring,2020-04-02T21:07:17.000Z,,,,,,,,,,,,,,,,
David's Bridal,"Hiring freeze for all roles at this time
",Hiring  freeze,2020-04-03T21:52:25.000Z,,,,,,,,,,,,,,,,
daVinci Payments,"
",Hiring  freeze,2020-04-07T23:45:44.000Z,,,,,,,,,,,,,,,,
DaVita Kidney Care,"Hiring 15,000 external employees in 2020","Hiring,Hiring  freeze",2020-04-06T13:48:56.000Z,https://careers.davita.com/,,,,,,,,,,,,,,,
DAVO Sales Tax,"
",Hiring  freeze,2020-04-07T23:44:00.000Z,,,,,,,,,,,,,,,,
Daxko,20% reduction in workforce. We also have a hiring freeze.,Hiring  freeze,2020-04-06T13:49:32.000Z,,,,,,,,,,,,,,,,
Daxx,"
",Hiring,2020-04-03T18:37:58.000Z,,,,,,,,,,,,,,,,
daymark solutions,"cloud architect
",Hiring,2020-04-01T20:30:34.000Z,,,,,,,,,,,,,,,,
DaySmart,"Company reports it is actively hiring.
",Hiring,2020-04-02T04:11:37.000Z,,,,,,,,,,,,,,,,
DaySmart Software,"CFO, Biz Dev VP, full stack devs, sales and support
",Hiring,2020-04-04T13:42:20.000Z,,,,,,,,,,,,,,,,
DAZN,"
",Hiring,2020-04-02T17:15:03.000Z,,,,,,,,,,,,,,,,
DB Schenker,"
",Hiring  freeze,2020-04-05T15:05:34.000Z,,,,,,,,,,,,,,,,
DC Advisory,"
",Hiring,2020-04-02T22:40:24.000Z,,,,,,,,,,,,,,,,
DCI (Data Center Inc),"Software; IT; Banking; www.datacenterinc.com
",Hiring,2020-04-08T16:14:44.000Z,,,,,,,,,,,,,,,,
De Havilland Aircraft of Canada,"Internship Cancelled, Production Halted- 2 reports
",Layoffs,2020-04-06T13:50:08.000Z,,,,,,,,,,,,,,,,
DE shaw,"
",Hiring,2020-04-01T16:19:35.000Z,,,,,,,,,,,,,,,,
dealer socket,"
",Hiring  freeze,2020-04-10T16:30:09.000Z,,,,,,,,,,,,,,,,
DealerSocket,"
",Hiring  freeze,2020-04-02T18:20:04.000Z,,,,,,,,,,,,,,,,
dean,"
",Hiring,2020-04-08T21:25:44.000Z,,,,,,,,,,,,,,,,
Dean foods ,"
",Hiring,2020-04-08T16:14:55.000Z,,,,,,,,,,,,,,,,
Decentraland,"Hiring Unity devs
",Hiring,2020-04-05T13:57:36.000Z,,,,,,,,,,,,,,,,
Decision Resource Group,"
",Hiring,2020-04-02T18:04:19.000Z,,,,,,,,,,,,,,,,
Decoded,"
",Hiring  freeze,2020-04-06T13:52:18.000Z,,,,,,,,,,,,,,,,
Deep instinct ,"Actively hiring across divisions
",Hiring,2020-04-05T15:40:38.000Z,,,,,,,,,,,,,,,,
"Deep Labs, Inc","All roles
",Hiring,2020-04-03T23:56:50.000Z,,,,,,,,,,,,,,,,
Deep Space Systems,"
",Hiring  freeze,2020-04-02T22:08:40.000Z,,,,,,,,,,,,,,,,
DeepMind,"Planned phone interviews for FTE are still there.
No cancellation updates from recruiters yet.
",Hiring,2020-03-30T05:59:58.000Z,https://deepmind.com/careers,,,,,,,,,,,,,,,
Defense Logistics Agency,"
",Hiring,2020-04-04T21:37:29.000Z,,,,,,,,,,,,,,,,
DefinedCrowd,"
",Hiring,2020-04-02T18:05:17.000Z,,,,,,,,,,,,,,,,
Definition 6,"Unless there is a 100% need
",Hiring  freeze,2020-04-03T23:33:24.000Z,,,,,,,,,,,,,,,,
Degreed,,Hiring,2020-03-28T19:45:58.000Z,https://degreed.com/about/jobs,,,,,,,,,,,,,,,
Delaget,"For an internship 
",Hiring  freeze,2020-03-29T10:52:46.000Z,,,,,,,,,,,,,,,,
Delhivery,,Hiring,2020-03-29T14:11:00.000Z,,,,,,,,,,,,,,,,
Deliveroo,"They are freezing hiring for all open roles at the moment
","Hiring  freeze,Offers rescinded",2020-03-31T16:39:59.000Z,https://careers.deliveroo.co.uk/,,,,,,,,,,,,,,,
Deliverr,"We had a report of an offer rescinded, but the company reached out and stated they are still hiring.
","Offers rescinded,Hiring",2020-03-28T18:18:46.000Z,https://deliverr.com/careers/,,,,,,,,,,,,,,,
Delivery Hero ,"Join us ! Berlin calling ! We are hiring and growing! (4 reports of hiring)
",Hiring,2020-04-01T22:41:13.000Z,,,,,,,,,,,,,,,,
Dell boomi,"
",Hiring  freeze,2020-04-06T13:54:08.000Z,,,,,,,,,,,,,,,,
Dell EMC,"Continuing to fill some roles - one report of an interview coming up. Also switching internships to virtual. Another report that the Intern program has been reduced from 12 to 8 weeks
","Hiring  freeze,Hiring",2020-04-10T19:34:50.000Z,https://jobs.dell.com/search-jobs,,,,,,,,,,,,,,,
Dell Technologies,"Multiple reports of hiring, a hiring freeze, and claims of layoffs. See below:
Hiring: ","Hiring,Hiring  freeze,Offers rescinded,Layoffs",2020-04-04T16:31:52.000Z,https://jobs.dell.com/search-jobs,,,,,,,,,,,,,,,
Deloitte,"Multiple reports of hiring, hiring freezes, and offers rescinded. See below: 
Hiring:","Hiring  freeze,Offers rescinded,Hiring",2020-04-09T20:12:58.000Z,https://www2.deloitte.com/us/en/pages/careers/topics/careers.html,,,,,,,,,,,,,,,
Deloitte Australia,"I have an offer as a software engineer but it’s on hold until further notice.
",Hiring  freeze,2020-04-02T07:05:12.000Z,https://jobs.deloitte.com.au/?utm_source=careersite&utm_campaign=navbarjobs?icid=top_&_ga=2.164918460.2097487592.1585671615-274519172.1585671615,,,,,,,,,,,,,,,
Deloitte Canada,"Reports of a hiring freeze and hiring. Details below:
Hiring freeze:","Hiring  freeze,Hiring",2020-04-05T15:35:18.000Z,,,,,,,,,,,,,,,,
Deloitte Digital,"
",Hiring,2020-04-03T20:44:52.000Z,,,,,,,,,,,,,,,,
Deloitte USI,"Functional consultant
","Hiring  freeze,Hiring",2020-04-08T13:29:10.000Z,https://jobs2.deloitte.com/ui/en/?icid=top_,,,,,,,,,,,,,,,
Delphi technologies,,"Hiring  freeze,Layoffs,Hiring",2020-04-03T18:54:47.000Z,https://www.delphi.com/jobs,,,,,,,,,,,,,,,
Delta Airlines,"Conflicting reports. See below: 
Intern offers rescinded and contractors laid off","Offers rescinded,Layoffs,Hiring  freeze",2020-04-10T13:32:13.000Z,https://delta.dejobs.org/,,,,,,,,,,,,,,,
Delta Dental of California,"Only for roles that align with the company's top priorities
",Hiring,2020-04-04T14:24:57.000Z,,,,,,,,,,,,,,,,
Delta Risk,,Hiring,2020-03-29T09:45:00.000Z,https://deltarisk.com/about/careers/,,,,,,,,,,,,,,,
Deltatre,"
","Hiring,Hiring  freeze",2020-04-07T23:54:24.000Z,,,,,,,,,,,,,,,,
Deluxe Corporation,"
",Hiring  freeze,2020-04-03T16:07:56.000Z,,,,,,,,,,,,,,,,
Demandbase,"
",Hiring  freeze,2020-04-03T16:52:40.000Z,,,,,,,,,,,,,,,,
Dematic,"
",Hiring  freeze,2020-04-06T14:04:12.000Z,,,,,,,,,,,,,,,,
Demin Group,"One report of a hiring freeze
",Hiring  freeze,2020-03-29T01:44:53.000Z,https://www.denimgroup.com/careers/,,,,,,,,,,,,,,,
Democracy Works,"
",Hiring,2020-04-06T14:06:06.000Z,,,,,,,,,,,,,,,,
Dentsply Sirona,"
",Hiring  freeze,2020-04-03T17:27:47.000Z,,,,,,,,,,,,,,,,
Dentsu,"
",Hiring  freeze,2020-04-03T20:51:07.000Z,,,,,,,,,,,,,,,,
Dentsu Aegis Network,"Across all agencies within the holding company
",Hiring  freeze,2020-04-02T05:25:24.000Z,,,,,,,,,,,,,,,,
Department of Education,"
",Hiring,2020-04-01T18:13:05.000Z,,,,,,,,,,,,,,,,
Department of veterans affairs,"
",Hiring,2020-04-10T16:31:22.000Z,,,,,,,,,,,,,,,,
Deposco,"Across the company - http://deposco.com/careers/
",Hiring,2020-04-08T16:15:53.000Z,,,,,,,,,,,,,,,,
Deputy,"
",Hiring  freeze,2020-04-01T19:28:26.000Z,,,,,,,,,,,,,,,,
Derris,"
",Hiring  freeze,2020-04-06T14:12:02.000Z,,,,,,,,,,,,,,,,
Descartes Labs,"
",Hiring  freeze,2020-04-02T20:19:22.000Z,,,,,,,,,,,,,,,,
deserve,"designer
",Hiring,2020-04-03T21:04:05.000Z,,,,,,,,,,,,,,,,
Design,"Design
",Hiring,2020-04-02T22:44:45.000Z,,,,,,,,,,,,,,,,
Designit,"All hirings are frozen
",Hiring  freeze,2020-04-03T16:00:05.000Z,,,,,,,,,,,,,,,,
despegar,"
",Hiring,2020-04-06T14:12:28.000Z,,,,,,,,,,,,,,,,
Detroit Lions,"
",Hiring,2020-04-03T23:28:22.000Z,,,,,,,,,,,,,,,,
Deustche Telekom,"
",Hiring,2020-04-06T14:12:48.000Z,,,,,,,,,,,,,,,,
Deutsche Bank,"Only hiring for essential parts of the business. No longer hiring for entry roles
","Hiring  freeze,Hiring",2020-04-07T14:13:17.000Z,,,,,,,,,,,,,,,,
Device Technologies,"All job hours and pay cut 20%
",Hiring  freeze,2020-04-02T21:20:29.000Z,,,,,,,,,,,,,,,,
Dexcom,"Hiring across all teams
",Hiring,2020-04-02T05:25:51.000Z,,,,,,,,,,,,,,,,
Dextra SW,"
",Hiring  freeze,2020-04-07T23:49:28.000Z,,,,,,,,,,,,,,,,
DFINITY,"Hiring across the board in San Francisco, Palo Alto, Zurich
",Hiring,2020-04-03T23:42:01.000Z,,,,,,,,,,,,,,,,
DGAAUTO ,"
",Hiring  freeze,2020-04-06T14:13:09.000Z,,,,,,,,,,,,,,,,
DHL Consulting,"One friend got full-time joining extended by 1 month
",Hiring,2020-04-03T18:06:56.000Z,,,,,,,,,,,,,,,,
Diageo,"
",Hiring,2020-04-03T20:28:00.000Z,,,,,,,,,,,,,,,,
Dialpad,"Hiring in the US, Canada and India
",Hiring,2020-03-29T01:37:57.000Z,https://www.dialpad.com/careers/,,,,,,,,,,,,,,,
DICE,"Product/Operations/Engineering redundancy 
",Layoffs,2020-04-07T02:54:11.000Z,,,,,,,,,,,,,,,,
Dick's Sporting Goods,"Indefinite 25% paycuts
",Hiring  freeze,2020-03-28T22:12:26.000Z,https://www.dickssportinggoods.jobs/corporate/,,,,,,,,,,,,,,,
Dicks Sporting Goods,"hourly retail staff have been furloughed, expecting layoffs soon
",Hiring  freeze,2020-04-03T18:26:39.000Z,,,,,,,,,,,,,,,,
Diebold Nixdorf,"Affecting internships
",Hiring  freeze,2020-04-02T05:26:23.000Z,,,,,,,,,,,,,,,,
Diffbot,"Aggressively hiring all roles. Hiring across all tech and sales.
",Hiring,2020-04-01T20:30:02.000Z,,,,,,,,,,,,,,,,
Digicert,"Digicert has frozen hiring interns
","Hiring  freeze,Hiring",2020-04-04T14:50:18.000Z,,,,,,,,,,,,,,,,
digidom,"
",Hiring,2020-04-04T14:34:44.000Z,,,,,,,,,,,,,,,,
Digit,"Multiple reports of hiring
",Hiring,2020-04-04T03:44:05.000Z,https://digit.co/careers,,,,,,,,,,,,,,,
DIGIT Game Studios,"We are actively hiring for all roles!
",Hiring,2020-04-03T17:02:49.000Z,,,,,,,,,,,,,,,,
Digital Federal Credit Union,"
",Hiring,2020-04-05T15:04:04.000Z,,,,,,,,,,,,,,,,
Digital Forces,"Hiring engineers for full time/ internships
",Hiring,2020-04-06T14:14:02.000Z,,,,,,,,,,,,,,,,
Digital Monitoring Products,"
",Hiring  freeze,2020-04-04T17:59:08.000Z,,,,,,,,,,,,,,,,
Digital Pi,"Consultants
",Hiring,2020-04-06T14:14:26.000Z,,,,,,,,,,,,,,,,
Digital Surgery ,"
",Hiring,2020-04-02T23:52:32.000Z,,,,,,,,,,,,,,,,
DigitalMarketer,"
",Hiring  freeze,2020-04-08T16:16:44.000Z,,,,,,,,,,,,,,,,
Digitas,"Intern program cancelled, not sure about the rest. 1 report of hiring.
","Hiring  freeze,Hiring",2020-04-03T23:22:37.000Z,,,,,,,,,,,,,,,,
Digitas Health,"
",Hiring  freeze,2020-04-10T16:31:51.000Z,,,,,,,,,,,,,,,,
Digiti,"Senior Digital Marketer and Front-End Developer
",Hiring,2020-04-03T21:01:07.000Z,,,,,,,,,,,,,,,,
Dignity Health,"
",Hiring,2020-04-02T20:20:27.000Z,,,,,,,,,,,,,,,,
DiligenceVault,"Looking for Marketing, Client Services and Product Engineers 
",Hiring,2020-04-02T18:47:27.000Z,,,,,,,,,,,,,,,,
Diligent ,"
",Hiring  freeze,2020-04-03T16:51:00.000Z,,,,,,,,,,,,,,,,
Dillard's,"
",Hiring  freeze,2020-04-03T18:06:21.000Z,,,,,,,,,,,,,,,,
Dillon Software,"Developers, Project Managers, etc:  remote focused
",Hiring,2020-04-03T18:47:49.000Z,,,,,,,,,,,,,,,,
Dimeo Schneider ,"
",Hiring  freeze,2020-04-04T21:39:46.000Z,,,,,,,,,,,,,,,,
Dior,"
",Hiring,2020-04-02T05:27:18.000Z,,,,,,,,,,,,,,,,
Directive Consulting,"Laid off 10 out of 50 people	
",Layoffs,2020-03-28T18:16:58.000Z,https://directiveconsulting.com/about/careers/,,,,,,,,,,,,,,,
Directly,"Hiring across multiple teams: Data, ENG, Sales, Finance.  
",Hiring,2020-04-01T23:33:17.000Z,https://www.directly.com/careers/,,,,,,,,,,,,,,,
disco,"1 report of layoffs
",Hiring  freeze,2020-04-04T21:39:59.000Z,,,,,,,,,,,,,,,,
Discord,"Hiring across the board
",Hiring,2020-04-01T23:46:07.000Z,,,,,,,,,,,,,,,,
Discover,They sent out a company wide notice,Hiring  freeze,2020-04-09T23:38:05.000Z,https://jobs.discover.com/?ICMPGN=PUB_FTR_ABOUT_CAREERS,,,,,,,,,,,,,,,
Discover Financial Services,"Hiring across multiple business units and locations.
",Hiring,2020-04-06T14:15:27.000Z,,,,,,,,,,,,,,,,
DiscoverCars.com,"
",Hiring  freeze,2020-04-01T20:31:55.000Z,,,,,,,,,,,,,,,,
Discovery Inc,"Multiple reports of a hiring freeze and 1 report of hiring. See below:
Hiring freeze: ","Hiring  freeze,Hiring",2020-04-05T13:23:30.000Z,https://corporate.discovery.com/careers/,,,,,,,,,,,,,,,
disease,"
",Hiring,2020-04-05T13:40:47.000Z,,,,,,,,,,,,,,,,
Dish ,"Multiple reports. Details below: 
Hiring freeze in place for at least sixty days- 3 reports","Hiring  freeze,Hiring,Offers rescinded,Layoffs",2020-04-08T17:40:32.000Z,http://careers.dish.com/,,,,,,,,,,,,,,,
Disney,"Reports of hiring, offers being on hold, and claims of layoffs. See below: 
Hiring Freeze:","Hiring  freeze,Hiring",2020-04-10T00:44:47.000Z,https://jobs.disneycareers.com/,,,,,,,,,,,,,,,
DISQO,"Hiring across the board
",Hiring,2020-04-06T14:17:03.000Z,,,,,,,,,,,,,,,,
District of Columbia Public Schools,"
",Hiring  freeze,2020-04-03T20:56:51.000Z,,,,,,,,,,,,,,,,
divergent 3d,"
",Hiring  freeze,2020-04-06T18:38:45.000Z,,,,,,,,,,,,,,,,
Divvy Homes,"Digital Marketing team got cut, several reports
",Layoffs,2020-03-29T01:24:49.000Z,,,,,,,,,,,,,,,,
divvyDOSE,"Software Engineers, DevOPS, QA
",Hiring,2020-04-03T16:43:30.000Z,,,,,,,,,,,,,,,,
Dixa,"Hiring for Product & Engineering
",Hiring,2020-04-02T20:34:30.000Z,,,,,,,,,,,,,,,,
DJO Global,"
",Hiring  freeze,2020-04-04T14:26:06.000Z,,,,,,,,,,,,,,,,
DNSFilter,"
",Hiring,2020-04-06T14:17:28.000Z,,,,,,,,,,,,,,,,
Doa japan,"
",Hiring,2020-04-01T17:11:13.000Z,,,,,,,,,,,,,,,,
Docker,"Officially confirmed by company	
",Hiring  freeze,2020-03-31T04:52:08.000Z,,,,,,,,,,,,,,,,
DocSend,"Still hiring for all roles
",Hiring,2020-04-04T17:47:31.000Z,,,,,,,,,,,,,,,,
Doctolib,"At normal pace, if not more
",Hiring,2020-03-28T15:42:48.000Z,https://jobs.lever.co/doctolib,,,,,,,,,,,,,,,
Docugami Inc,"Dev, PM, and Sales roles
",Hiring,2020-04-02T18:26:18.000Z,,,,,,,,,,,,,,,,
DocuSign,"Conflicting reports- if you work for Docusign pls reach out to Candor:
Offers rescinded:","Offers rescinded,Hiring  freeze,Hiring",2020-04-07T20:21:49.000Z,https://www.docusign.com/company/careers,,,,,,,,,,,,,,,
