,name, market ,funding_total_usd,status,funding_rounds,seed,venture,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,HiringStatus,company_age
551,Quip, Mobile Commerce ,15000000.00,operating,1,0,15000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
552,Quora, Semantic Search ,161000000.00,operating,3,0,161000000,0,0,0,0,0,0,0,0,0,0,11000000.00,50000000.00,100000000.00,0.00,0,0,0,0,0,11
553,Rackspace, Cloud Computing ,11500000.00,operating,1,0,11500000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,22
554,Radiology Partners, Health Care ,476680.00,operating,1,0,476680,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
555,Railsware, Software ,60000.00,operating,1,0,0,0,0,0,60000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,14
556,Rakuten, Travel ,42400000.00,operating,2,0,42400000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,23
557,ralali, E-Commerce ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
558,Rapid7, Software ,61000000.00,operating,4,0,61000000,0,0,0,0,0,0,0,0,0,0,0.00,2000000.00,50000000.00,0.00,0,0,0,0,1,20
559,RealSelf, Curated Web ,1950000.00,operating,2,0,1200000,0,0,0,750000,0,0,0,0,0,0,1200000.00,0.00,0.00,0.00,0,0,0,0,0,14
560,Recorded Future, Search ,20900000.00,operating,3,0,20900000,0,0,0,0,0,0,0,0,0,0,2200000.00,6700000.00,12000000.00,0.00,0,0,0,0,0,11
561,Recurly, Information Technology ,19600000.00,operating,3,1600000,18000000,0,0,0,0,0,0,0,0,0,0,6000000.00,12000000.00,0.00,0.00,0,0,0,0,1,11
562,Red Ventures, Sales and Marketing ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,20
563,Reddit, News ,50100000.00,acquired,2,100000,50000000,0,0,0,0,0,0,0,0,0,0,0.00,50000000.00,0.00,0.00,0,0,0,0,0,15
564,Redfin, Real Estate ,96820000.00,operating,7,0,96820000,0,0,0,0,0,0,0,0,0,0,770000.00,8000000.00,12000000.00,10000000.00,14800000,50000000,0,0,0,16
565,Redis Labs, IaaS ,13000000.00,operating,2,4000000,9000000,0,0,0,0,0,0,0,0,0,0,9000000.00,0.00,0.00,0.00,0,0,0,0,0,9
566,Remind, All Students ,59500000.00,operating,4,1000000,58500000,0,0,0,0,0,0,0,0,0,0,3500000.00,15000000.00,40000000.00,0.00,0,0,0,0,1,9
567,Remitly, Mobile Payments ,10500000.00,operating,5,2400000,8100000,0,0,0,0,0,0,0,0,0,0,8100000.00,0.00,0.00,0.00,0,0,0,0,1,9
568,Replicon, Enterprise Software ,20000000.00,operating,1,0,20000000,0,0,0,0,0,0,0,0,0,0,20000000.00,0.00,0.00,0.00,0,0,0,0,1,24
569,Rescale, Application Platforms ,,operating,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
570,Revel Systems, Point of Sale ,113800000.00,operating,3,0,113800000,0,0,0,0,0,0,0,0,0,0,3700000.00,10100000.00,100000000.00,0.00,0,0,0,0,0,10
571,Revinate, Social Media ,15200000.00,operating,3,0,15200000,0,0,0,0,0,0,0,0,0,0,14500000.00,0.00,0.00,0.00,0,0,0,0,0,11
572,Revolut, Customer Service ,500000.00,operating,1,500000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,6
573,Rimini Street, Enterprise Software ,25000003.00,operating,2,0,25000003,0,0,0,0,0,0,0,0,0,0,15000000.00,0.00,0.00,0.00,0,0,0,0,1,15
574,Ring, Communities ,250000.00,operating,1,250000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,6
575,RingCentral, Technology ,44000000.00,operating,5,0,44000000,0,0,0,0,0,0,0,0,0,0,12000000.00,12000000.00,10000000.00,10000000.00,0,0,0,0,1,17
576,Riot Games, Games ,8000000.00,acquired,1,0,8000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,8000000.00,0.00,0,0,0,0,1,13
577,Ripl, Social Network Media ,6500000.00,operating,2,0,6500000,0,0,0,0,0,0,0,0,0,0,2000000.00,4500000.00,0.00,0.00,0,0,0,0,0,
578,Rise, Marketplaces ,2300000.00,operating,1,2300000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
579,Riskified, E-Commerce ,5650000.00,operating,2,1650000,4000000,0,0,0,0,0,0,0,0,0,0,4000000.00,0.00,0.00,0.00,0,0,0,0,1,8
580,riskmethods, SaaS ,3157940.00,operating,2,0,3157940,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,
581,Rivalry, Internet ,550000.00,operating,1,0,550000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
582,Robin, Meeting Software ,1400000.00,operating,1,1400000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,6
583,Robin, Tech Field Support ,2500000.00,operating,2,2500000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
584,Robinhood, Personal Finance ,16000000.00,operating,3,3000000,13000000,0,0,0,0,0,0,0,0,0,0,13000000.00,0.00,0.00,0.00,0,0,0,0,1,7
585,Rocket Lawyer, Legal ,46150818.00,operating,4,0,46150818,0,0,0,0,0,0,0,0,0,0,0.00,2100000.00,6550818.00,18500000.00,19000000,0,0,0,1,12
586,Rocketrip, Enterprise Software ,6175000.00,operating,3,575000,5600000,0,0,0,0,0,0,0,0,0,0,5600000.00,0.00,0.00,0.00,0,0,0,0,0,7
587,Rollbar, SaaS ,435000.00,operating,2,435000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
588,Rover, Location Based Services ,500000.00,operating,3,100000,0,0,0,0,400000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,6
589,Rover.com, Peer-to-Peer ,25900000.00,operating,5,0,25900000,0,0,0,0,0,0,0,0,0,0,3400000.00,10500000.00,12000000.00,0.00,0,0,0,0,0,9
590,Sabre, Software ,645496464.00,acquired,1,0,0,0,0,0,0,0,0,645496464,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,60
591,SAIC, Security ,22000000.00,operating,1,0,22000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,51
592,Sailthru, E-Commerce ,48000000.00,operating,4,1000000,47000000,0,0,0,0,0,0,0,0,0,0,8000000.00,19000000.00,20000000.00,0.00,0,0,0,0,1,12
593,Salesforce, Software ,21000000.00,operating,3,4000000,17000000,0,0,0,0,0,0,0,0,0,0,17000000.00,0.00,0.00,0.00,0,0,0,0,1,21
594,Salsify, Software ,8000000.00,operating,1,0,8000000,0,0,0,0,0,0,0,0,0,0,8000000.00,0.00,0.00,0.00,0,0,0,0,0,8
595,Samsara,,98142.00,operating,1,98142,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
596,SAP, Enterprise Software ,2000000.00,operating,1,0,0,0,0,0,0,2000000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,48
597,Sauce Labs, Enterprise Software ,21000000.00,operating,4,0,21000000,0,0,0,0,0,0,0,0,0,0,7000000.00,4000000.00,10000000.00,0.00,0,0,0,0,0,12
598,Scandit, Mobile ,5500000.00,operating,1,0,0,0,0,0,5500000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,11
599,SchoolMint, Communications Infrastructure ,2200000.00,operating,2,2200000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
600,SchoolStatus, Startups ,2000000.00,operating,1,0,2000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
601,Scribd, Publishing ,25762000.00,operating,5,12000,25710000,0,0,0,40000,0,0,0,0,0,0,3710000.00,9000000.00,13000000.00,0.00,0,0,0,0,1,13
602,SeatGeek, Concerts ,40970000.00,operating,8,20000,40400000,0,0,0,550000,0,0,0,0,0,0,1550000.00,35000000.00,0.00,0.00,0,0,0,0,0,11
603,Seattle Genetics, Therapeutics ,164000000.00,operating,2,0,0,0,0,0,0,0,0,164000000,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,22
604,Secret Escapes, Travel ,12851322.00,operating,2,0,12851322,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,10
605,SecureAuth, Security ,13000000.00,operating,2,0,13000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,3000000.00,10000000.00,0,0,0,0,0,14
606,Segment, Google Apps ,17600000.00,operating,3,2600000,15000000,0,0,0,0,0,0,0,0,0,0,15000000.00,0.00,0.00,0.00,0,0,0,0,1,8
607,Seismic Software, Presentations ,4500000.00,operating,1,0,4500000,0,0,0,0,0,0,0,0,0,0,4500000.00,0.00,0.00,0.00,0,0,0,0,0,9
608,Sensor Tower, Android ,1000000.00,operating,2,0,1000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
609,SentinelOne, Security ,14520000.00,operating,3,2520000,12000000,0,0,0,0,0,0,0,0,0,0,12000000.00,0.00,0.00,0.00,0,0,0,0,1,7
610,ServiceNow, Software ,83703892.00,operating,6,0,7500000,0,0,0,0,0,76203892,0,0,0,0,2500000.00,5000000.00,0.00,0.00,0,0,0,0,1,16
611,ServiceTitan, Software ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
612,Shift, Bitcoin ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,6
613,Shift, Technology ,23800000.00,operating,2,0,23800000,0,0,0,0,0,0,0,0,0,0,23800000.00,0.00,0.00,0.00,0,0,0,0,0,
614,Shift, Bicycles ,13550000.00,operating,3,0,13550000,0,0,0,0,0,0,0,0,0,0,10000000.00,0.00,0.00,0.00,0,0,0,0,0,
615,Shopify, Online Shopping ,122000000.00,operating,3,0,122000000,0,0,0,0,0,0,0,0,0,0,7000000.00,15000000.00,100000000.00,0.00,0,0,0,0,0,14
616,ShopRunner, E-Commerce ,75000000.00,acquired,1,0,0,0,0,0,0,0,75000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,10
617,Showpad, iOS ,10500000.00,operating,2,0,10500000,0,0,0,0,0,0,0,0,0,0,2000000.00,8500000.00,0.00,0.00,0,0,0,0,0,9
618,Siemens, Clean Energy ,8900000.00,operating,1,0,0,0,0,0,0,8900000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
619,Sift, Software ,6126788.00,operating,3,2000000,4126788,0,0,0,0,0,0,0,0,0,0,4126788.00,0.00,0.00,0.00,0,0,0,0,0,24
620,Signal Sciences, Data Security ,2000000.00,operating,1,2000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,6
621,Signpost, CRM ,16050000.00,operating,4,0,15000000,1050000,0,0,0,0,0,0,0,0,0,3750000.00,10000000.00,0.00,0.00,0,0,0,0,1,10
622,SilkRoad Technology, Human Resources ,192000000.00,operating,7,0,192000000,0,0,0,0,0,0,0,0,0,0,23000000.00,10000000.00,89000000.00,16000000.00,14000000,0,0,0,0,17
623,Simple, Finance ,15290000.00,acquired,4,190000,15100000,0,0,0,0,0,0,0,0,0,0,2900000.00,10000000.00,2200000.00,0.00,0,0,0,0,1,11
624,Simplee, Health Care Information Technology ,17800000.00,operating,3,1800000,16000000,0,0,0,0,0,0,0,0,0,0,6000000.00,10000000.00,0.00,0.00,0,0,0,0,0,10
625,Sketchfab, Finance ,2500000.00,operating,2,0,2000000,0,0,0,500000,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
626,Skillshare, Education ,10750168.00,operating,4,0,10750168,0,0,0,0,0,0,0,0,0,0,3650000.00,0.00,0.00,0.00,0,0,0,0,1,10
627,SkyKick, Enterprise Software ,7227000.00,operating,4,0,3000000,0,0,4227000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
628,Skyscanner, Transportation ,5207611.00,operating,2,0,5207611,0,0,0,0,0,0,0,0,0,0,5207611.00,0.00,0.00,0.00,0,0,0,0,0,17
629,SkySpecs, Aerospace ,595000.00,operating,1,0,0,0,595000,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
630,Slack, Enterprise Software ,179950000.00,operating,6,1500000,178450000,0,0,0,0,0,0,0,0,0,0,5000000.00,10700000.00,42750000.00,120000000.00,0,0,0,0,1,11
631,Sling Media, Hardware + Software ,14500000.00,acquired,2,0,14500000,0,0,0,0,0,0,0,0,0,0,14500000.00,0.00,0.00,0.00,0,0,0,0,0,16
632,Smaato, Advertising ,43100000.00,operating,5,0,43100000,0,0,0,0,0,0,0,0,0,0,3600000.00,4500000.00,7000000.00,3000000.00,25000000,0,0,0,1,15
633,SmartDrive Systems, Analytics ,128149887.00,operating,5,0,128149887,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,46000000.00,25000000,0,0,0,1,16
634,Smartsheet, Enterprise Software ,67440000.00,operating,6,0,67440000,0,0,0,0,0,0,0,0,0,0,2690000.00,1250000.00,1500000.00,1000000.00,26000000,35000000,0,0,0,15
635,Smith Micro Software, Software ,12467197.00,operating,2,0,6881000,0,0,0,0,0,0,5586197,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,38
636,Smule, Music ,42100000.00,operating,5,1600000,40500000,0,0,0,0,0,0,0,0,0,0,3900000.00,0.00,8000000.00,0.00,0,0,0,0,1,12
637,Social Solutions, Enterprise Software ,11750000.00,acquired,3,0,11750000,0,0,0,0,0,0,0,0,0,0,2750000.00,6500000.00,0.00,0.00,0,0,0,0,1,14
638,SodaStream, Consumer Electronics ,9300000.00,operating,1,0,0,0,0,9300000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,117
639,SoFi, Peer-to-Peer ,566199900.00,operating,10,0,165199900,0,0,401000000,0,0,0,0,0,0,0,8000000.00,77199900.00,80000000.00,0.00,0,0,0,0,1,9
640,Softheon, Biotechnology ,200000.00,operating,1,0,200000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,20
641,Sojern, Travel ,42500000.00,operating,4,0,42500000,0,0,0,0,0,0,0,0,0,0,16000000.00,0.00,17500000.00,0.00,0,0,0,0,0,13
642,Solutionreach, Software ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,20
643,Soluto, Software ,18000000.00,acquired,3,1600000,16400000,0,0,0,0,0,0,0,0,0,0,6200000.00,10200000.00,0.00,0.00,0,0,0,0,1,12
644,Sonatype, Open Source ,40900000.00,operating,3,0,40900000,0,0,0,0,0,0,0,0,0,0,4300000.00,11600000.00,25000000.00,0.00,0,0,0,0,0,12
645,SoundCloud, Music ,123319000.00,operating,5,0,123319000,0,0,0,0,0,0,0,0,0,0,3319000.00,10000000.00,50000000.00,60000000.00,0,0,0,0,1,13
646,SoundHound, Games ,4000000.00,operating,6,0,4000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,15
647,Splice, Music ,7250000.00,operating,2,2750000,4500000,0,0,0,0,0,0,0,0,0,0,4500000.00,0.00,0.00,0.00,0,0,0,0,0,7
648,Split, Curated Web ,1000000.00,operating,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
649,Splunk, Software ,40000000.00,operating,3,0,40000000,0,0,0,0,0,0,0,0,0,0,5000000.00,10000000.00,25000000.00,0.00,0,0,0,0,0,17
650,SpotHero, Startups ,7510000.00,operating,4,50000,7000000,0,0,0,460000,0,0,0,0,0,0,4500000.00,0.00,0.00,0.00,0,0,0,0,0,9
651,SpotHero, Startups ,7510000.00,operating,4,50000,7000000,0,0,0,460000,0,0,0,0,0,0,4500000.00,0.00,0.00,0.00,0,0,0,0,0,9
652,Spotify, Entertainment ,537779080.00,operating,7,0,537779080,0,0,0,0,0,0,0,0,0,0,21640000.00,50000000.00,16139080.00,100000000.00,100000000,250000000,0,0,0,14
653,SpotMe, Health and Wellness ,20000.00,operating,1,20000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,7
654,SpotOn, Advertising ,5000000.00,operating,1,0,5000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,
655,SPR Therapeutics, Hardware ,14284265.00,operating,5,0,7452566,0,0,3931699,0,2900000,0,0,0,0,0,5000000.00,0.00,0.00,0.00,0,0,0,0,0,10
656,Spreedly, E-Commerce ,2050717.00,operating,4,800924,1249793,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,13
657,Sprinklr, Social CRM ,77500000.00,operating,4,0,77500000,0,0,0,0,0,0,0,0,0,0,5000000.00,15000000.00,17500000.00,40000000.00,0,0,0,0,0,11
658,Sprout Social, Google Apps ,27000000.00,operating,4,0,27000000,0,0,0,0,0,0,0,0,0,0,0.00,18000000.00,8000000.00,0.00,0,0,0,0,0,10
659,Square, P2P Money Transfer ,590500000.00,operating,7,0,490500000,0,0,100000000,0,0,0,0,0,0,0,10000000.00,27500000.00,103000000.00,200000000.00,150000000,0,0,0,0,11
660,Squarespace, Curated Web ,78500000.00,operating,2,0,78500000,0,0,0,0,0,0,0,0,0,0,38500000.00,40000000.00,0.00,0.00,0,0,0,0,1,16
661,SquareTrade, Hardware + Software ,247700000.00,operating,4,700000,9000000,0,0,0,0,0,238000000,0,0,0,0,0.00,9000000.00,0.00,0.00,0,0,0,0,0,21
662,Staples, Consumer Goods ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,34
663,Stratasan, Big Data Analytics ,1231756.00,operating,2,1231756,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,10
664,Stripe, Credit Cards ,190000000.00,operating,5,2000000,188000000,0,0,0,0,0,0,0,0,0,0,18000000.00,20000000.00,80000000.00,70000000.00,0,0,0,0,1,10
665,StubHub, Ticketing ,,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,20
666,StyleSeat, Beauty ,14900000.00,operating,3,4700000,10200000,0,0,0,0,0,0,0,0,0,0,10200000.00,0.00,0.00,0.00,0,0,0,0,1,9
667,Subway, Restaurants ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,13
668,Sunrun, Solar ,486600000.00,operating,9,0,145000000,0,0,190000000,0,1600000,150000000,0,0,0,0,12000000.00,18000000.00,55000000.00,60000000.00,0,0,0,0,0,13
669,Superhuman, Startups ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
670,Surgical Care Affiliates, Health Care ,25745170.00,operating,2,745170,25000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,38
671,Sutter Health, Health and Wellness ,2972000.00,,2,0,972000,0,0,0,0,2000000,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,39
672,Sweetgreen, Hospitality ,40500000.00,operating,2,0,40500000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,13
673,Swift Navigation, Hardware + Software ,2600000.00,operating,1,2600000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
674,SwipeClock, Software ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,21
675,Synapse, Technology ,3000000.00,operating,1,0,3000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,25
676,Syniverse, Mobile ,2710000.00,acquired,1,0,2710000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,33
677,Synthego, Environmental Innovation ,8544226.00,operating,2,0,8294226,0,0,250000,0,0,0,0,0,0,0,8294226.00,0.00,0.00,0.00,0,0,0,0,1,8
678,Taboola, Content Discovery ,40000000.00,operating,5,0,40000000,0,0,0,0,0,0,0,0,0,0,1500000.00,13500000.00,10000000.00,15000000.00,0,0,0,0,0,13
679,Tailwind, Social Media Marketing ,1000000.00,operating,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
680,Takeaway.com, Hospitality ,110572200.00,operating,2,0,110572200,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,20
681,Talkdesk, Public Relations ,3000000.00,operating,2,3000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
682,Tandem Diabetes Care, Health Care ,100689125.00,operating,3,0,88687925,0,0,12001200,0,0,0,0,0,0,0,0.00,0.00,52300000.00,0.00,0,0,0,0,0,12
683,Tanium, Enterprise Software ,90812497.00,operating,2,0,90812497,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,13
684,Tapjoy, Brand Marketing ,70600000.00,operating,4,0,70600000,0,0,0,0,0,0,0,0,0,0,4600000.00,15000000.00,21000000.00,30000000.00,0,0,0,0,1,13
685,TaskRabbit, Curated Web ,37675000.00,operating,6,1850000,35800000,0,0,0,25000,0,0,0,0,0,0,5000000.00,17800000.00,13000000.00,0.00,0,0,0,0,0,12
686,Teachable, Startups ,158567.00,operating,1,158567,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,13
687,TeamSnap, Mobile ,12577276.00,operating,5,0,12577276,0,0,0,0,0,0,0,0,0,0,700000.00,7500000.00,0.00,0.00,0,0,0,0,0,11
688,Tech in Asia, News ,500000.00,operating,2,0,0,500000,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,10
689,Techstars, Venture Capital ,34000000.00,operating,3,0,34000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,14
690,Telnyx, Unifed Communications ,1000000.00,operating,1,0,0,1000000,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,11
691,Templafy, SaaS ,2500000.00,operating,1,0,2500000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
692,Ten Square Games, Games ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,9
693,Tencent, Internet Marketing ,220000.00,operating,2,0,220000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,22
694,Tesco, Enterprise Software ,34610561.00,operating,2,0,34610561,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,101
695,Testlio, Mobile ,213000.00,operating,1,213000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
696,Thanx, Loyalty Programs ,6000000.00,operating,2,1300000,4700000,0,0,0,0,0,0,0,0,0,0,4700000.00,0.00,0.00,0.00,0,0,0,0,1,8
697,The Climate Corporation, Agriculture ,108900000.00,acquired,4,0,104600000,0,0,0,4300000,0,0,0,0,0,0,12600000.00,42000000.00,50000000.00,0.00,0,0,0,0,1,14
698,The Hut Group, Fashion ,21612355.00,operating,1,0,21612355,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,21612355.00,0,0,0,0,0,16
699,The Muse, Career Planning ,2200000.00,operating,2,2200000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,9
700,The New York Times, News ,250000000.00,operating,1,0,0,0,0,0,0,0,250000000,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,6
701,The RealReal, Fashion ,42974359.00,operating,4,1100000,41874359,0,0,0,0,0,0,0,0,0,0,7500000.00,14000000.00,20374359.00,0.00,0,0,0,0,0,9
702,The Trade Desk, Advertising ,22500000.00,operating,3,2500000,20000000,0,0,0,0,0,0,0,0,0,0,0.00,20000000.00,0.00,0.00,0,0,0,0,1,11
703,The Zebra, Comparison Shopping ,6000063.00,operating,4,6000063,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,8
704,Theorem, Shopping ,120000.00,operating,1,120000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,7
705,theScore, Mobile ,33250000.00,operating,2,0,16000000,0,0,0,0,0,0,17250000,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
706,Thinkful, Education ,1000000.00,operating,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
707,ThirdLove, Mobile Shopping ,5600000.00,operating,1,5600000,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,8
708,thredUP, Fashion ,46120000.00,operating,5,0,46120000,0,0,0,0,0,0,0,0,0,0,0.00,7000000.00,14500000.00,23000000.00,0,0,0,0,1,11
709,Thumbtack, Curated Web ,148200000.00,operating,5,0,147000000,0,0,0,1200000,0,0,0,0,0,0,4500000.00,12500000.00,30000000.00,100000000.00,0,0,0,0,0,12
710,Ticketmaster, Curated Web ,,acquired,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,44
711,Tiger Pistol, Social Media Marketing ,5100000.00,operating,3,1000000,3100000,0,0,0,1000000,0,0,0,0,0,0,3100000.00,0.00,0.00,0.00,0,0,0,0,0,9
712,Tillster, Enterprise Software ,85800177.00,operating,9,0,79800177,0,0,6000000,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,1,14
713,Tipalti, E-Commerce ,13000000.00,operating,1,0,13000000,0,0,0,0,0,0,0,0,0,0,0.00,13000000.00,0.00,0.00,0,0,0,0,0,10
714,TiVo, Television ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,23
715,Tokopedia, Marketplaces ,100000000.00,operating,5,0,100000000,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,100000000,0,0,0,0,11
716,Toptal, Recruiting ,,operating,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,10
717,Traackr, Market Research ,3727913.00,operating,5,0,3170913,0,0,557000,0,0,0,0,0,0,0,2500000.00,0.00,0.00,0.00,0,0,0,0,0,12
718,Tradesy, Marketplaces ,14500000.00,operating,2,0,14500000,0,0,0,0,0,0,0,0,0,0,1500000.00,13000000.00,0.00,0.00,0,0,0,0,0,
719,TransferWise, Virtualization ,32372075.00,operating,4,1372075,31000000,0,0,0,0,0,0,0,0,0,0,6000000.00,25000000.00,0.00,0.00,0,0,0,0,0,10
