userid,date,age,gender,metropolitan_area,device_type,active
4ed86d4be0161,12/1/15,23,F,Birmingham,Mobile,0
4eb721dfa8609,11/6/15,38,F,Houston,Mobile,0
4f231f2070d53,3/9/16,43,F,Mobile,Mobile,0
4f502b76d7c6a,3/1/16,19,F,Austin,Tablet,0
4ef2acf00376a,12/21/15,20,F,Austin,Mobile,0
4f0dc1436d306,1/11/16,45,F,Birmingham,Mobile,0
4e7a8bbc96e3c,9/21/15,36,F,Detroit,Tablet,0
4f73b8e117b15,3/28/16,34,F,Detroit,Mobile,0
4ea664d2e7a88,10/25/15,22,F,Mobile,Mobile,0
4f174d85cffaf,1/18/16,22,M,Austin,Mobile,0
4ecd141070694,11/23/15,33,F,Charlotte,Desktop,0
4f0c6f1090d64,1/10/16,18,F,Houston,Mobile,0
4efe0062bc3c9,12/30/15,25,F,Tampa,Mobile,0
4f2fe7fde3ba1,2/6/16,20,M,Austin,Mobile,0
4e4be9ce48d16,8/17/15,20,M,Birmingham,Mobile,0
4e68d73bdc935,9/8/15,44,F,Birmingham,Tablet,0
4f15870f68890,1/17/16,56,M,Austin,Tablet,0
4f3c258dd4f7d,2/15/16,51,F,Detroit,Tablet,0
4ef81781e7f9e,12/25/15,27,F,Detroit,Mobile,0
4efbff9527e47,12/29/15,36,M,Houston,Mobile,0
4f19900ae3436,1/20/16,33,F,Houston,Tablet,0
4f6fe1e1beb9a,3/25/16,40,F,Houston,Tablet,0
4ef2252937505,12/21/15,19,F,Houston,Tablet,0
4f262af14a564,2/1/16,38,F,Houston,Mobile,0
4f1587ce30d99,1/17/16,30,F,Houston,Mobile,0
4f22bab7b20dd,1/27/16,44,F,Tampa,Mobile,0
4eb0e7652c4a9,11/1/15,48,F,Houston,Mobile,0
4f2b7586a707e,2/2/16,49,M,Mobile,Tablet,0
4ee55f7f13673,12/11/15,40,F,Houston,Tablet,0
4f74dd1958fb1,3/29/16,21,F,Birmingham,Mobile,0
4f4e377fcbff8,2/29/16,43,F,Houston,Mobile,0
4f12452da2c8a,1/14/16,18,F,Houston,Mobile,0
4f763fcb2a663,3/30/16,36,F,Birmingham,Tablet,0
4f3071d83f28b,2/6/16,52,M,Austin,Tablet,0
4edc48062f51d,12/4/15,19,F,Houston,Mobile,0
4e6b3ce992592,9/10/15,40,F,Birmingham,Tablet,0
4f6a0c9ed51bf,3/21/16,26,M,Tampa,Mobile,0
4f39b9fe73d3a,2/13/16,18,F,Houston,Mobile,0
4f2a9fc005f73,2/2/16,38,F,Houston,Mobile,0
4f1e2c45b9ea8,1/23/16,19,F,Birmingham,Mobile,0
4ea82b31556ef,3/22/16,33,F,Austin,Mobile,0
4ebd5d642d9cb,11/11/15,22,F,Tampa,Mobile,0
4e55559f80fbc,8/24/15,23,F,Tampa,Mobile,0
4f3ade0d3acd9,2/14/16,43,F,Houston,Mobile,0
4f490ca81cbb4,2/25/16,19,F,Detroit,Mobile,0
4f350e299fe23,2/10/16,30,F,Tampa,Mobile,0
4f6a323d4db7d,3/21/16,32,F,Austin,Mobile,0
4f590a67c8441,3/8/16,26,F,Houston,Mobile,0
4e94e8927d5ef,10/11/15,18,F,Houston,Tablet,0
4f334370eacdb,2/8/16,30,F,Birmingham,Tablet,0
4e4bfee14f9da,8/17/15,27,F,Birmingham,Mobile,0
4f0efbaa7ef86,1/12/16,18,F,Houston,Mobile,0
4f300a0fad337,2/6/16,24,F,Tampa,Mobile,0
4e9d241e9ae9e,10/18/15,33,M,Detroit,Mobile,0
4e66494cde529,9/6/15,38,M,Houston,Tablet,0
4f59455475280,3/8/16,21,F,Tampa,Mobile,0
4f1efeffc750b,1/24/16,29,M,Tampa,Mobile,0
4f0f7500bdfd2,1/12/16,45,F,Houston,Tablet,0
4ef43b6e7dd7e,12/23/15,42,F,Houston,Tablet,0
4f341a1762502,2/9/16,21,M,Birmingham,Mobile,0
4f25b1001f5c3,1/29/16,50,F,Mobile,Desktop,0
4ef8e1c07dfe7,12/26/15,27,M,Houston,Mobile,0
4f750431607d8,3/29/16,29,F,Mobile,Desktop,0
4eb7eec33c089,11/7/15,37,F,Birmingham,Tablet,0
4ebd4f02040ea,11/11/15,49,F,Tampa,Mobile,0
4ef250238dd12,12/21/15,49,F,Tampa,Mobile,0
4f21842ca6106,1/26/16,52,F,Birmingham,Tablet,0
4f0b41cc51c36,1/9/16,36,F,Austin,Mobile,0
4ef643136344f,12/24/15,29,F,Detroit,Mobile,0
4ef4a3203869d,12/23/15,43,F,Houston,Mobile,0
4f18f3a14285d,1/19/16,23,F,Austin,Tablet,0
4e42c2421c6b3,8/10/15,18,F,Houston,Tablet,0
4f0cc03b700e3,1/10/16,23,F,Houston,Tablet,0
4f5124ad28a9a,3/2/16,32,F,Austin,Tablet,0
4f6a716d68b24,3/21/16,44,F,Birmingham,Tablet,0
4f168a021d025,1/18/16,27,F,Tampa,Tablet,0
4f0f022c16c5a,1/12/16,45,F,Mobile,Desktop,0
4e567c09490df,8/25/15,21,F,Tampa,Tablet,0
4ea86fe6a7886,10/26/15,21,F,Houston,Tablet,0
4f67fe41bf33c,3/19/16,20,F,Birmingham,Tablet,0
4ed32db48ebc0,11/27/15,39,F,Birmingham,Tablet,0
4f70c96019589,3/26/16,41,M,Detroit,Mobile,0
4e6f84260621b,9/13/15,64,F,Mobile,Mobile,0
4e4092c424235,8/8/15,22,F,Houston,Tablet,0
4eb133e9a4d0b,11/2/15,48,F,Birmingham,Mobile,0
4f4d28b49527a,2/28/16,23,F,Houston,Mobile,0
4f0e391ce37a2,1/11/16,32,F,Houston,Mobile,0
4e61789148199,9/2/15,22,F,Austin,Mobile,0
4e4154a442dea,8/9/15,31,F,Mobile,Desktop,0
4f6aa69089843,3/21/16,56,F,Tampa,Mobile,0
4e6fd709d9f50,9/13/15,29,F,Detroit,Tablet,0
4f71e0e77d35c,3/27/16,47,F,Birmingham,Mobile,0
4f317322f3f27,2/7/16,27,F,Houston,Tablet,0
4e77e2016d026,9/19/15,24,F,Mobile,Desktop,0
4f1895e200605,1/19/16,40,F,Tampa,Mobile,0
4e4fce1b15725,8/20/15,21,F,Houston,Mobile,0
4f0bdb4ab8933,1/9/16,38,F,Charlotte,Desktop,0
4ed7b5ab739e5,12/1/15,29,M,Mobile,Desktop,0
4e4efd7e8908e,8/19/15,45,F,Austin,Mobile,0
4ed7d58ddf07f,12/1/15,26,F,Mobile,Desktop,0
4e43c2b8491ac,8/11/15,50,M,Mobile,Desktop,0
4e9c95ed04da6,10/17/15,22,F,Houston,Mobile,0
4e56ba0abe074,8/25/15,21,F,Detroit,Tablet,0
4eb6c9683e39a,11/6/15,22,F,Houston,Tablet,0
4f21b611c9279,1/26/16,18,F,Detroit,Mobile,0
4ed69d13e52c3,11/30/15,23,F,Tampa,Mobile,0
4f4fa68246407,3/1/16,38,F,Tampa,Mobile,0
4e7798fb80dfb,9/19/15,18,F,Houston,Mobile,0
4eb7bdd0abb9f,11/7/15,26,F,Birmingham,Mobile,0
4f0baa3b37b45,1/9/16,48,F,Austin,Tablet,0
4ec96fc010ee3,11/20/15,20,F,Houston,Tablet,0
4ee8e042257bd,12/14/15,23,F,Austin,Mobile,0
4f0dded46fcd5,1/11/16,29,F,Houston,Tablet,0
4ede5d91647d6,12/6/15,18,M,Mobile,Mobile,0
4e4081a903f69,8/8/15,29,M,Birmingham,Tablet,0
4f296bc3936a6,2/2/16,55,F,Tampa,Mobile,0
4eaeb5e78dc06,11/1/15,42,F,Tampa,Mobile,0
4f071ac0b254d,1/6/16,28,M,Tampa,Mobile,0
4f6bce0123281,3/22/16,22,F,Houston,Mobile,0
4ea606b469fc9,10/24/15,25,F,Austin,Mobile,0
4f35635de6aac,2/10/16,19,M,Austin,Mobile,0
4eca9096db165,12/5/15,18,F,Houston,Tablet,0
4e72b328d8acd,9/15/15,38,F,Detroit,Tablet,0
4f1371a35aef6,1/15/16,33,F,Tampa,Mobile,0
4f5277d4e36ac,3/3/16,19,F,Birmingham,Tablet,0
4e4ce1625dc40,8/18/15,46,M,Mobile,Mobile,0
4ea30464f331c,10/22/15,18,F,Houston,Tablet,0
4ede4f68c694c,12/6/15,37,F,Mobile,Desktop,0
4f21955ab221f,1/26/16,40,F,Tampa,Mobile,0
4f1f6764a7ee5,1/24/16,62,F,Tampa,Tablet,0
4e9f69132fde0,10/19/15,28,M,Mobile,Desktop,0
4e628e3cd174f,9/3/15,28,F,Austin,Mobile,0
4f14b7d5484cb,1/16/16,51,F,Birmingham,Tablet,0
4efbb34580b02,12/29/15,19,F,Houston,Mobile,0
4f182845e2c11,1/19/16,18,F,Houston,Mobile,0
4e54fbc261e6c,8/24/15,43,F,Austin,Mobile,0
4ef08dc6ae060,12/20/15,26,F,Tampa,Mobile,0
4e7b18199fc97,9/22/15,41,M,Tampa,Mobile,0
4f0f8956540de,1/12/16,35,F,Houston,Tablet,0
4f71e10ae5a63,3/27/16,28,F,Birmingham,Mobile,0
4e56f0c3ce2e3,8/25/15,22,F,Detroit,Mobile,0
4ed57396a1569,11/29/15,20,F,Houston,Mobile,0
4f60fe34c743d,3/14/16,29,F,Mobile,Desktop,0
4f0c6981efcea,1/10/16,24,F,Tampa,Mobile,0
4f10cb05c5b32,1/13/16,22,F,Houston,Tablet,0
4f2fef85a74b8,2/6/16,38,M,Houston,Mobile,0
4f4efad569b11,2/29/16,19,F,Austin,Mobile,0
4f2c5113508cb,2/3/16,32,F,Mobile,Desktop,0
4e81e3a5a1dcf,9/27/15,28,F,Birmingham,Tablet,0
4e63f29f5033a,9/4/15,21,M,Birmingham,Mobile,0
4eac2539df87f,11/1/15,20,F,Birmingham,Tablet,0
4f0f0e50501fe,1/12/16,18,F,Birmingham,Mobile,0
4ec46bb6df35a,11/16/15,31,M,Mobile,Desktop,0
4eb73b73f1398,11/6/15,26,M,Mobile,Desktop,0
4efa3f9a7bcfd,12/27/15,28,F,Houston,Mobile,0
4ed5b59a0b508,11/29/15,30,F,Birmingham,Mobile,0
4edbac55dd8ee,12/4/15,29,F,Tampa,Mobile,0
4ebfe1d04d357,11/13/15,25,F,Birmingham,Tablet,0
4edcf4ac0f223,12/5/15,26,F,Houston,Tablet,0
4f2833777f54a,2/1/16,29,F,Austin,Tablet,0
4ee2d61ff3b42,12/9/15,39,F,Detroit,Tablet,0
4f3c24ce6eaeb,2/15/16,28,F,Birmingham,Mobile,0
4ed71c593dd2e,11/30/15,40,M,Houston,Mobile,0
4f1ae0a95bf0f,1/21/16,54,F,Houston,Mobile,0
4f36cf99c3564,2/11/16,30,F,Birmingham,Tablet,0
4eb59860944b4,11/5/15,29,F,Houston,Mobile,0
4ef0d7b75f688,12/20/15,24,F,Austin,Tablet,0
4f4cfdb8d2c43,2/28/16,29,F,Austin,Mobile,0
4ea57105533ff,10/24/15,36,F,Birmingham,Mobile,0
4e6a6dfa94104,9/9/15,57,F,Birmingham,Tablet,0
4f6a31556c9d1,3/21/16,51,F,Mobile,Desktop,0
4f2ef0e42cdb5,2/5/16,19,F,Charlotte,Mobile,0
4eee5fda0ba38,12/18/15,19,F,Tampa,Mobile,0
4f4d858483ae5,2/28/16,29,M,Mobile,Mobile,0
4e53c43532a2c,8/23/15,20,F,Birmingham,Mobile,0
4e6ace9589a53,9/9/15,29,F,Mobile,Desktop,0
4e92557243b62,10/9/15,39,F,Tampa,Mobile,0
4e53e3e995ba7,8/23/15,22,F,Houston,Mobile,0
4e4597a4ee637,8/12/15,18,M,Houston,Mobile,0
4e3a042d35cd2,8/3/15,27,F,Birmingham,Mobile,0
4f5ad9b8ef570,3/9/16,28,F,Austin,Mobile,0
4f3402fea15c0,2/9/16,40,F,Mobile,Desktop,0
4f1571c8ef4c4,1/17/16,48,F,Tampa,Mobile,0
4ea07050a60ef,10/20/15,27,F,Birmingham,Mobile,0
4f14b88a1ab3f,1/16/16,50,F,Houston,Tablet,0
4ea19852d4c8c,10/21/15,18,F,Houston,Tablet,0
4f353b8c43144,2/10/16,27,F,Houston,Tablet,0
4eb144eaa8d4e,11/2/15,18,M,Austin,Tablet,0
4ee714f8dac86,12/13/15,40,F,Houston,Tablet,0
4e9ef43f7bd64,11/26/15,29,F,Birmingham,Mobile,0
4f19a2082dbdb,1/20/16,20,F,Houston,Mobile,0
4f4719577d28e,2/23/16,34,F,Birmingham,Tablet,0
4e502b030d658,8/20/15,48,M,Austin,Mobile,0
4edd581a5179f,12/5/15,26,F,Houston,Tablet,0
4eacc7d73a438,11/1/15,28,F,Birmingham,Mobile,0
4f2c34f64e4da,2/3/16,64,F,Houston,Tablet,0
4e922bcef3098,10/9/15,49,F,Mobile,Desktop,0
4e6ceefc90b4f,9/11/15,26,F,Houston,Mobile,0
4f30b2490eb13,2/6/16,22,M,Detroit,Mobile,0
4f33e086f371c,2/9/16,23,F,Tampa,Mobile,0
4e434faf5224d,8/10/15,32,M,Birmingham,Tablet,0
4f271ece20dfd,1/30/16,23,M,Mobile,Desktop,0
4f0a0a7733e83,1/8/16,25,F,Birmingham,Mobile,0
4f735504f1e06,3/28/16,38,F,Detroit,Tablet,0
4ee4565f31153,12/10/15,34,M,Detroit,Tablet,0
4ef10e23831b8,12/20/15,19,F,Birmingham,Mobile,0
4f558f222b157,3/5/16,39,F,Houston,Tablet,0
4f58c5cbea31c,3/8/16,29,M,Houston,Tablet,0
4ea847a60da17,10/26/15,51,F,Tampa,Mobile,0
4ef8ddb5282d0,12/26/15,33,F,Detroit,Mobile,0
4f594edc5da04,3/8/16,27,F,Houston,Mobile,0
4f5ba27cbfac8,3/10/16,21,M,Houston,Mobile,0
4f0e201763a7b,1/11/16,50,F,Birmingham,Tablet,0
4e70f8ed03e07,9/14/15,25,F,Mobile,Mobile,0
4ec294f4d539a,11/15/15,19,F,Birmingham,Tablet,0
4f2352b2c7f4f,2/1/16,54,F,Austin,Mobile,0
4f174a8e05f31,1/18/16,48,F,Houston,Mobile,0
4ee793b0b7511,12/13/15,28,F,Austin,Tablet,0
4ed50972e603e,11/29/15,23,F,Birmingham,Mobile,0
4ed674b70969c,11/30/15,36,F,Austin,Tablet,0
4edbd3eae9f7f,12/4/15,23,F,Houston,Tablet,0
4ef12affe8f3c,12/20/15,30,F,Austin,Mobile,0
4eb0302c8c85f,11/1/15,23,F,Houston,Tablet,0
4f0722bca9b53,1/6/16,41,F,Birmingham,Mobile,0
4e8b009c74ecf,10/4/15,44,F,Houston,Mobile,0
4ecfe85817034,11/25/15,49,F,Birmingham,Tablet,0
4f454ea8764d1,2/22/16,49,M,Houston,Tablet,0
4f181fb84326e,1/19/16,20,F,Austin,Mobile,0
4edde74262c92,12/6/15,26,F,Houston,Mobile,0
4ebfeb755c1bd,11/13/15,38,F,Houston,Tablet,0
4f2ff109bc3d6,2/6/16,18,F,Houston,Mobile,0
4e7a2fdf9bddc,9/21/15,30,F,Mobile,Mobile,0
4efbb69dd6b38,12/29/15,53,F,Mobile,Mobile,0
4f46e47cbc31f,2/23/16,41,F,Tampa,Mobile,0
4f5856fda72dc,3/7/16,25,F,Houston,Tablet,0
4e3aa4437e80a,8/4/15,38,F,Detroit,Tablet,0
4f13b4f28dec7,1/15/16,19,F,Birmingham,Mobile,0
4f0dc1ecd16be,1/11/16,32,F,Birmingham,Mobile,0
4eaeb4f7d0331,11/1/15,45,F,Birmingham,Mobile,0
4f33304c5734b,2/8/16,37,F,Charlotte,Desktop,0
4e70d9e8bfabe,9/14/15,29,F,Houston,Mobile,0
4e7e36fc2c7b1,9/24/15,32,M,Tampa,Mobile,0
4f32e71eac879,2/8/16,33,F,Tampa,Mobile,0
4f2600c2b2e50,1/29/16,22,M,Tampa,Mobile,0
4ed7c8eab6148,12/1/15,25,F,Tampa,Mobile,0
4f2c21d2d0f9b,2/3/16,18,F,Houston,Mobile,0
4eacc9af4df4f,11/1/15,27,F,Houston,Mobile,0
4eadefecedf3a,12/12/15,20,F,Tampa,Mobile,0
4ec522a48d862,11/17/15,58,M,Tampa,Tablet,0
4f086e73ac4c0,1/7/16,60,F,Mobile,Mobile,0
4f3333b5651b8,2/8/16,34,F,Birmingham,Tablet,0
4eb1f6014cdb6,11/2/15,20,F,Houston,Tablet,0
4f1bf7db6b793,1/22/16,49,F,Birmingham,Tablet,0
4e6e1d2aaef40,9/12/15,32,F,Austin,Mobile,0
4f3afa4be2d70,2/14/16,27,F,Detroit,Tablet,0
4f767dfb1a5c5,3/30/16,36,F,Detroit,Mobile,0
4f3afa4aa7000,2/14/16,31,F,Austin,Tablet,0
4e9e51576fbd4,10/21/15,32,F,Detroit,Tablet,0
4f313d673f675,2/7/16,36,F,Birmingham,Tablet,0
4f5ea4df25216,3/12/16,38,F,Tampa,Mobile,0
4f0c879809569,1/10/16,48,M,Houston,Mobile,0
4f3928a7bb425,2/13/16,60,M,Birmingham,Mobile,0
4f386ae15c61e,2/12/16,37,M,Houston,Mobile,0
4edf8718949cc,12/7/15,36,F,Tampa,Mobile,0
4ec64c1638173,11/18/15,25,M,Tampa,Mobile,0
4f666441ed01e,3/18/16,48,M,Houston,Mobile,0
4ee67490ac71a,12/12/15,35,F,Austin,Mobile,0
4e8f3d0112181,10/7/15,57,F,Detroit,Tablet,0
4e44aeb39e7ad,8/11/15,31,F,Austin,Mobile,0
4f0f77f16601f,1/12/16,47,F,Houston,Mobile,0
4ee6aba7a456b,12/12/15,19,F,Birmingham,Mobile,0
4f4678a726649,2/23/16,21,M,Detroit,Tablet,0
4f35971a0bb36,2/10/16,49,F,Houston,Mobile,0
4f0dd7df2943e,1/11/16,33,M,Austin,Mobile,0
4eb9ab7669051,11/8/15,46,F,Birmingham,Mobile,0
4e491a22c3097,8/15/15,25,F,Birmingham,Mobile,0
4efd0ab55679a,12/30/15,49,F,Birmingham,Tablet,0
4f2880dbcdc33,2/1/16,22,F,Houston,Mobile,0
4f2c2b5cb9ef6,2/3/16,41,F,Houston,Tablet,0
4f6a6c2d24760,3/21/16,43,F,Austin,Tablet,0
4eb9c4cf25f42,11/8/15,29,F,Birmingham,Mobile,0
4ee1483ba905a,12/8/15,21,F,Tampa,Mobile,0
4efb88522d006,12/29/15,34,M,Mobile,Desktop,0
4e8c773eed066,10/5/15,24,F,Houston,Tablet,0
4efcd22d756b5,12/29/15,25,M,Mobile,Desktop,0
4f0e56be9be12,1/11/16,34,M,Tampa,Mobile,0
4f5fb37008b7c,3/13/16,42,F,Houston,Mobile,0
4e9100cf9e284,10/8/15,36,F,Austin,Mobile,0
4f6003c1f0e11,3/13/16,41,F,Tampa,Mobile,0
4ef80ff70536e,12/25/15,26,F,Mobile,Desktop,0
4f2b249d0f443,3/21/16,42,M,Detroit,Tablet,0
4ee6127ca56c5,12/12/15,43,M,Houston,Mobile,0
4f1e29e2a0758,1/23/16,18,F,Charlotte,Desktop,0
4ecbe7d544401,11/22/15,25,F,Birmingham,Mobile,0
4f45f21d949d1,2/23/16,42,F,Detroit,Tablet,0
4f0a40a512dc5,1/8/16,28,F,Detroit,Tablet,0
4f32df4d4aa6c,2/8/16,18,F,Austin,Mobile,0
4f2b17a00867d,2/2/16,35,F,Mobile,Mobile,0
4ed654fe42534,11/30/15,30,F,Detroit,Mobile,0
4eece5d0d1029,12/17/15,32,F,Houston,Mobile,0
4ecfe9ebd2af9,11/25/15,18,F,Birmingham,Mobile,0
4ef8908d764a5,12/26/15,44,F,Tampa,Mobile,0
4e54013ab1f06,8/23/15,30,F,Birmingham,Mobile,0
4f1759fb3309d,1/18/16,30,M,Tampa,Tablet,0
4ec6ea368a000,11/18/15,27,M,Charlotte,Mobile,0
4eb066be37d56,11/1/15,31,F,Birmingham,Tablet,0
4f1766eee33dd,1/18/16,31,F,Houston,Mobile,0
4e669061cd45e,9/6/15,53,F,Tampa,Mobile,0
4f1089c722aee,1/13/16,23,F,Houston,Mobile,0
4f2be30aed7dd,2/3/16,25,F,Birmingham,Tablet,0
4f6695ab20400,3/18/16,29,F,Mobile,Desktop,0
4f0f7439ce59d,1/12/16,47,F,Tampa,Mobile,0
4ebf54924c87f,11/12/15,29,F,Tampa,Mobile,0
4f1ef968d7bc2,2/6/16,50,M,Charlotte,Mobile,0
4eb5fe4b6a4cc,11/5/15,22,M,Detroit,Tablet,0
4f2f33c38625f,2/5/16,50,M,Detroit,Tablet,0
4edfc13c8ae8f,12/7/15,28,M,Tampa,Mobile,0
4f5949848e061,3/8/16,34,F,Detroit,Mobile,0
4ead8862e62a0,11/1/15,20,F,Mobile,Mobile,0
4e9d9c6f42d85,10/18/15,19,F,Houston,Tablet,0
4ecd482ff2dd0,11/23/15,44,M,Tampa,Mobile,0
4f633c1328692,3/16/16,37,F,Charlotte,Mobile,0
4eea8049a8a3b,12/15/15,30,M,Tampa,Mobile,0
4f3bf2134bdc3,2/15/16,48,F,Houston,Tablet,0
4e8d07b909d20,10/5/15,35,F,Tampa,Mobile,0
4e669cb6af0d0,9/6/15,29,M,Birmingham,Mobile,0
4ee55a4b03ca3,12/11/15,57,M,Houston,Mobile,0
4f4c605a187dc,2/27/16,22,F,Birmingham,Tablet,0
4f223496056da,1/26/16,18,F,Birmingham,Mobile,0
4f109007571f4,1/13/16,19,F,Houston,Mobile,0
4efa10868eea9,12/27/15,31,F,Birmingham,Tablet,0
4ec7027a5ce25,11/18/15,34,F,Austin,Mobile,0
4e9868353df08,10/14/15,25,F,Tampa,Mobile,0
4f577d0b28a03,3/7/16,46,F,Tampa,Mobile,0
4eb742c07a78b,11/6/15,40,F,Charlotte,Tablet,0
4f1ae7bf9f3e2,1/21/16,20,M,Houston,Mobile,0
4f334d58555c8,2/8/16,18,M,Birmingham,Mobile,0
4f633caa6949e,3/16/16,49,F,Birmingham,Mobile,0
4e4ef29d005d0,8/19/15,31,M,Birmingham,Mobile,0
4f272a9570c68,2/1/16,18,F,Houston,Mobile,0
4f33f7f3ab334,2/9/16,30,F,Tampa,Mobile,0
4ee250acd85a2,12/9/15,37,F,Houston,Mobile,0
4e3c63cc4b7e2,8/5/15,53,F,Birmingham,Mobile,0
4ec27f1aaf7ba,11/15/15,21,F,Tampa,Mobile,0
4ec024e696da5,11/13/15,52,F,Birmingham,Mobile,0
4f0a3485ba899,1/8/16,20,F,Houston,Mobile,0
4f08fec55ba75,1/7/16,26,M,Houston,Mobile,0
4f05b9132990b,1/5/16,42,F,Austin,Mobile,0
4ef1aab8b67a5,12/21/15,21,F,Houston,Tablet,0
4ee98cfe0b60e,12/14/15,18,F,Austin,Mobile,0
4ee55add6441a,12/11/15,45,F,Mobile,Desktop,0
4ecdd3e444478,11/23/15,30,F,Houston,Tablet,0
4e7516d1381d9,9/17/15,27,M,Mobile,Desktop,0
4ee2c1e7f261c,12/9/15,39,F,Austin,Mobile,0
4ef424f428dc8,1/13/16,18,M,Houston,Mobile,0
4f52cabff15d3,3/3/16,28,F,Birmingham,Mobile,0
4e459f11c8f4b,8/12/15,33,M,Mobile,Mobile,0
4f66a8b8560b5,3/18/16,39,F,Detroit,Tablet,0
4e8745531d8fc,10/1/15,20,F,Birmingham,Mobile,0
4ee9022e07e62,12/14/15,49,F,Tampa,Mobile,0
4ed48d58b830e,11/28/15,20,M,Birmingham,Mobile,0
4f18a8c16ada7,1/19/16,21,F,Detroit,Mobile,0
4f7381e662ccd,3/28/16,18,F,Birmingham,Mobile,0
4ee65e0974491,12/12/15,29,F,Austin,Mobile,0
4e5e7ac625366,8/31/15,21,F,Houston,Tablet,0
4f294313b9bab,2/1/16,19,F,Houston,Mobile,0
4f314fa6b53c3,2/7/16,41,F,Birmingham,Tablet,0
4f2f68233a053,2/5/16,18,F,Birmingham,Mobile,0
4e6fc81d7de68,9/13/15,41,F,Tampa,Mobile,0
4ed668cb59040,11/30/15,18,F,Houston,Mobile,0
4f19dc996b403,1/20/16,21,F,Houston,Mobile,0
4eea216f38749,12/15/15,28,F,Mobile,Mobile,0
4eca48990a7e6,11/21/15,42,F,Austin,Mobile,0
4e68f473077c9,9/8/15,41,F,Austin,Mobile,0
4f591934f3f86,3/8/16,22,M,Birmingham,Mobile,0
4e4448697e105,8/11/15,19,F,Houston,Mobile,0
4ee6813f0c78b,12/12/15,58,F,Tampa,Tablet,0
4f31d782770ee,2/7/16,18,M,Houston,Mobile,0
4f1ae6eabf2d0,1/21/16,19,F,Birmingham,Tablet,0
4e4bf73c04796,8/17/15,31,F,Houston,Mobile,0
4f73b7e630d05,3/28/16,48,F,Houston,Tablet,0
4f3ad613b2574,2/14/16,20,M,Tampa,Mobile,0
4f56eff195777,3/6/16,31,M,Mobile,Desktop,0
4f766bae06e9f,3/30/16,45,F,Detroit,Tablet,0
4f5f6f085ccd6,3/13/16,43,F,Mobile,Desktop,0
4efce0c065cac,12/29/15,35,F,Mobile,Desktop,0
4f1ef660da882,1/24/16,18,F,Houston,Mobile,0
4ee0e858d056f,12/8/15,43,F,Houston,Mobile,0
4ed59216d4e3c,12/1/15,18,F,Birmingham,Mobile,0
4f67882f1e351,3/28/16,21,F,Tampa,Mobile,0
4f13949a6d89c,1/15/16,20,F,Tampa,Mobile,0
4e46413c3798e,8/13/15,21,M,Detroit,Mobile,0
4e3a00bc48319,8/3/15,28,F,Detroit,Tablet,0
4e9228041bbea,10/9/15,27,F,Birmingham,Mobile,0
4f4e33f928f24,2/29/16,21,M,Houston,Mobile,0
4f08f37c2a751,1/7/16,42,F,Mobile,Desktop,0
4f2ac8b16efb4,2/2/16,31,F,Houston,Mobile,0
4f4e729e74b55,2/29/16,40,F,Tampa,Mobile,0
4f37f5a3bd50c,2/12/16,19,F,Houston,Tablet,0
4f6f62eb7ab42,3/25/16,42,F,Houston,Mobile,0
4f752e7df3af2,3/29/16,43,F,Mobile,Desktop,0
4f1454306bd93,1/16/16,36,F,Austin,Tablet,0
4f2b840aea1c8,2/2/16,62,F,Austin,Mobile,0
4f2bf6afb496d,2/3/16,28,M,Houston,Mobile,0
4f195ca893c52,1/20/16,28,M,Tampa,Mobile,0
4efbe2e4b7707,12/29/15,38,F,Tampa,Mobile,0
4f0b52641f360,1/9/16,30,F,Birmingham,Mobile,0
4e7f9dbb9a8d1,9/25/15,18,M,Houston,Mobile,0
4f184b98824fe,1/19/16,39,M,Houston,Mobile,0
4ea349dc328d8,10/22/15,21,F,Austin,Tablet,0
4e6a67b7cd7a6,9/9/15,21,M,Houston,Mobile,0
4ef4426cb4711,12/23/15,30,F,Austin,Tablet,0
4ec1115c02803,11/14/15,29,F,Austin,Tablet,0
4ef7c6f0d8445,12/25/15,22,F,Houston,Tablet,0
4f68ee9b3c204,3/20/16,33,F,Tampa,Mobile,0
4ea85b1cd0a0e,10/26/15,37,F,Austin,Mobile,0
4f595c34d4a01,3/8/16,48,F,Birmingham,Tablet,0
4f51465bbcf1d,3/2/16,52,F,Houston,Tablet,0
4e722cde71475,9/15/15,39,F,Birmingham,Tablet,0
4ec330df635a5,11/15/15,20,F,Houston,Tablet,0
4f20b8de7c518,1/25/16,39,F,Birmingham,Mobile,0
4f69e8b9686ac,3/21/16,46,F,Houston,Mobile,0
4e9493f0e3685,10/11/15,29,F,Detroit,Mobile,0
4f3692a89fe46,2/11/16,21,F,Austin,Mobile,0
4f3d3bf0befd5,2/16/16,29,F,Birmingham,Mobile,0
4e68b2827d578,9/8/15,40,F,Charlotte,Mobile,0
4ed33c1744c90,11/27/15,32,F,Tampa,Mobile,0
4f735d6ee4d35,3/28/16,43,F,Austin,Mobile,0
4eb2ce232d579,11/3/15,20,F,Houston,Mobile,0
4f1f2657f34b2,1/24/16,27,F,Houston,Tablet,0
4f2aeadae046e,2/2/16,23,F,Houston,Mobile,0
4f1ee978ab330,1/24/16,39,F,Mobile,Mobile,0
4ee127dd22809,12/8/15,30,F,Birmingham,Mobile,0
4f45d074bacac,2/22/16,21,F,Birmingham,Mobile,0
